<<<<<<< HEAD
timestamp,cpu_usage,memory_usage,response_time,error_count,failure,root_cause,cpu_ma,memory_ma,response_ma,error_ma,cpu_std,memory_std,response_std,cpu_change,memory_change,response_change,error_change,cpu_lag1,cpu_lag2,memory_lag1,memory_lag2,response_lag1,response_lag2,error_lag1,error_lag2,anomaly_label,anomaly_score,failure_probability,predicted_failure,predicted_root_cause,alert_status,recommended_action,auto_resolution,resolution_playbook,resolution_confidence,can_auto_execute
2025-01-01 00:04:00,43.6,3.67,140.53,1,0,NORMAL,47.756,3.998,185.408,0.6,4.249215221661524,0.3265271811044219,49.7922541164788,-10.54,-0.4900000000000002,-115.73999999999998,0.0,54.14,48.89,4.16,4.3,256.27,156.52,1.0,0.0,0,0.18565294193205656,0.0,0,NORMAL,OK,No action needed,No automated action required,Observe only; continue normal monitoring.,0.2,False
2025-01-01 07:29:00,38.64,4.36,304.42,0,0,NORMAL,43.228,4.828,216.004,1.2,4.664924436687024,0.3821910517005988,67.53094794240656,-3.280000000000001,-0.25,53.35000000000002,-1.0,41.92,39.36,4.61,4.73,251.07,171.76,1.0,0.0,0,0.16801435702193618,0.0,0,NORMAL,OK,No action needed,No automated action required,Observe only; continue normal monitoring.,0.2,False
2025-01-01 07:30:00,44.62,4.47,120.7,2,0,NORMAL,42.348,4.682,195.814,0.6,3.5904205881761992,0.3418625454769918,79.45833864359373,5.979999999999997,0.1099999999999994,-183.72000000000003,2.0,38.64,41.92,4.36,4.61,304.42,251.07,0.0,1.0,0,0.1598337552773193,0.0,0,NORMAL,OK,No action needed,No automated action required,Observe only; continue normal monitoring.,0.2,False
2025-01-01 07:31:00,50.73,3.67,106.0,0,0,NORMAL,43.054,4.368,190.79,0.6,4.893575380026313,0.4145117609911752,85.16094820984569,6.109999999999999,-0.7999999999999998,-14.700000000000005,-2.0,44.62,38.64,4.47,4.36,120.7,304.42,2.0,0.0,0,0.16962790164299996,0.0,0,NORMAL,OK,No action needed,No automated action required,Observe only; continue normal monitoring.,0.2,False
2025-01-01 07:32:00,39.09,3.51,293.55,0,0,NORMAL,43.0,4.124,215.148,0.6,4.945740591660631,0.4986782529848302,95.1846419859844,-11.639999999999992,-0.1600000000000001,187.55,0.0,50.73,44.62,3.67,4.47,106.0,120.7,0.0,2.0,0,0.15694830153128192,0.0,0,NORMAL,OK,No action needed,No automated action required,Observe only; continue normal monitoring.,0.2,False
2025-01-01 07:33:00,48.02,4.0,219.48,0,0,NORMAL,44.22,4.002,208.83,0.4,5.3486774066118405,0.4181746046808687,93.232578533472,8.93,0.4900000000000002,-74.07000000000002,0.0,39.09,50.73,3.51,3.67,293.55,106.0,0.0,0.0,0,0.17115889705918647,0.0,0,NORMAL,OK,No action needed,No automated action required,Observe only; continue normal monitoring.,0.2,False
2025-01-01 07:34:00,41.82,3.9,156.59,0,0,NORMAL,44.856,3.91,179.26399999999998,0.4,4.664614667901319,0.3672192805395705,77.44366100592107,-6.200000000000003,-0.1,-62.88999999999999,0.0,48.02,39.09,4.0,3.51,219.48,293.55,0.0,0.0,0,0.1803925990527886,0.0,0,NORMAL,OK,No action needed,No automated action required,Observe only; continue normal monitoring.,0.2,False
2025-01-01 07:35:00,40.24,3.73,226.73,2,0,NORMAL,43.98,3.762,200.47,0.4,5.110024461780972,0.1927952281567106,71.7023176055002,-1.5799999999999983,-0.1699999999999999,70.13999999999999,2.0,41.82,48.02,3.9,4.0,156.59,219.48,0.0,0.0,0,0.1751585389562737,0.0,0,NORMAL,OK,No action needed,No automated action required,Observe only; continue normal monitoring.,0.2,False
2025-01-01 07:36:00,44.36,4.42,68.21,0,0,NORMAL,42.706,3.912,192.912,0.4,3.5677696113958395,0.3393670579181188,84.92261077004181,4.119999999999997,0.69,-158.51999999999998,-2.0,40.24,41.82,3.73,3.9,226.73,156.59,2.0,0.0,0,0.16092747159376525,0.0,0,NORMAL,OK,No action needed,No automated action required,Observe only; continue normal monitoring.,0.2,False
2025-01-01 07:37:00,38.79,4.57,200.17,1,0,NORMAL,42.646,4.124,174.236,0.6,3.645460190428584,0.3561319980007445,65.24589243776207,-5.57,0.1500000000000003,131.95999999999998,1.0,44.36,40.24,4.42,3.73,68.21,226.73,0.0,2.0,0,0.17143013798135315,0.0,0,NORMAL,OK,No action needed,No automated action required,Observe only; continue normal monitoring.,0.2,False
2025-01-01 07:38:00,41.68,4.05,216.39,2,0,NORMAL,41.378,4.134,173.618,1.0,2.0719362924567166,0.3524627639907546,64.7227480875157,2.890000000000001,-0.5200000000000005,16.22,1.0,38.79,44.36,4.57,4.42,200.17,68.21,1.0,0.0,0,0.17377577971535563,0.0,0,NORMAL,OK,No action needed,No automated action required,Observe only; continue normal monitoring.,0.2,False
2025-01-01 07:39:00,37.81,4.89,246.21,0,0,NORMAL,40.576,4.332,191.542,1.0,2.573466533685465,0.4521283003750206,70.9391169947866,-3.869999999999997,0.8399999999999999,29.82000000000002,-2.0,41.68,38.79,4.05,4.57,216.39,200.17,2.0,1.0,0,0.16827027209671958,0.0,0,NORMAL,OK,No action needed,No automated action required,Observe only; continue normal monitoring.,0.2,False
2025-01-01 07:40:00,56.79,3.31,149.31,1,0,NORMAL,43.886,4.247999999999999,176.058,0.8,7.656554708222223,0.6050785073029809,69.77823528866303,18.98,-1.5799999999999996,-96.9,1.0,37.81,41.68,4.89,4.05,246.21,216.39,0.0,2.0,0,0.15445128605990555,0.0,0,NORMAL,OK,No action needed,No automated action required,Observe only; continue normal monitoring.,0.2,False
2025-01-01 07:41:00,45.21,3.88,204.28,1,0,NORMAL,44.056,4.14,203.272,1.0,7.679113230054622,0.6148170459575776,35.136482749416224,-11.579999999999998,0.5699999999999998,54.97,0.0,56.79,37.81,3.31,4.89,149.31,246.21,1.0,0.0,0,0.17585182962507095,0.0,0,NORMAL,OK,No action needed,No automated action required,Observe only; continue normal monitoring.,0.2,False
2025-01-01 07:42:00,40.8,3.57,153.73,1,0,NORMAL,44.458000000000006,3.94,193.984,1.0,7.381359630853928,0.6024948132556819,41.68855454438332,-4.410000000000004,-0.31,-50.55000000000001,0.0,45.21,56.79,3.88,3.31,204.28,149.31,1.0,1.0,0,0.1884199970244841,0.0,0,NORMAL,OK,No action needed,No automated action required,Observe only; continue normal monitoring.,0.2,False
2025-01-01 07:43:00,46.28,2.88,212.77,0,0,NORMAL,45.378,3.706,193.26,0.6,7.233745226367891,0.7565910388049779,41.23107565902232,5.480000000000004,-0.69,59.04000000000002,-1.0,40.8,45.21,3.57,3.88,153.73,204.28,1.0,1.0,0,0.18349322535037843,0.0,0,NORMAL,OK,No action needed,No automated action required,Observe only; continue normal monitoring.,0.2,False
2025-01-01 07:44:00,44.33,3.95,155.23,1,0,NORMAL,46.682,3.518,175.064,0.8,6.013108181298634,0.4389419095962393,30.769760805050463,-1.9500000000000028,1.0700000000000005,-57.54000000000002,1.0,46.28,40.8,2.88,3.57,212.77,153.73,0.0,1.0,0,0.17538232058392272,0.0,0,NORMAL,OK,No action needed,No automated action required,Observe only; continue normal monitoring.,0.2,False
2025-01-01 07:45:00,43.67,3.93,179.59,1,0,NORMAL,44.05800000000001,3.642,181.12,0.8,2.067817690223183,0.4528465523772869,27.20732070601625,-0.6599999999999966,-0.02,24.360000000000014,0.0,44.33,46.28,3.95,2.88,155.23,212.77,1.0,0.0,0,0.17490309104124396,0.0,0,NORMAL,OK,No action needed,No automated action required,Observe only; continue normal monitoring.,0.2,False
2025-01-01 07:46:00,48.69,4.91,150.21,0,0,NORMAL,44.754000000000005,3.848,170.30599999999998,0.6,2.9499881355693782,0.7347244381399041,26.43521666262674,5.019999999999996,0.98,-29.379999999999995,-1.0,43.67,44.33,3.93,3.95,179.59,155.23,1.0,1.0,0,0.1855335458533115,0.0,0,NORMAL,OK,No action needed,No automated action required,Observe only; continue normal monitoring.,0.2,False
2025-01-01 07:47:00,49.55,4.38,232.56,0,0,NORMAL,46.504,4.01,186.072,0.4,2.591559376128686,0.747295122424869,35.89305531715044,0.8599999999999994,-0.5300000000000002,82.35,0.0,48.69,43.67,4.91,3.93,150.21,179.59,0.0,1.0,0,0.1791244340108044,0.0,0,NORMAL,OK,No action needed,No automated action required,Observe only; continue normal monitoring.,0.2,False
2025-01-01 07:48:00,41.82,3.39,242.92,0,0,NORMAL,45.612,4.112,192.102,0.4,3.345746553461617,0.5677323312970658,43.27341296916644,-7.729999999999997,-0.9899999999999998,10.359999999999983,0.0,49.55,48.69,4.38,4.91,232.56,150.21,0.0,0.0,0,0.18168778842560507,0.0,0,NORMAL,OK,No action needed,No automated action required,Observe only; continue normal monitoring.,0.2,False
2025-01-01 07:49:00,41.55,5.11,188.27,1,0,NORMAL,45.056,4.344,198.71,0.4,3.810732213105528,0.7053226212167056,38.49404044784105,-0.2700000000000031,1.7200000000000002,-54.64999999999998,1.0,41.82,49.55,3.39,4.38,242.92,232.56,0.0,0.0,0,0.17652767826556348,0.0,0,NORMAL,OK,No action needed,No automated action required,Observe only; continue normal monitoring.,0.2,False
2025-01-01 07:50:00,43.35,4.73,201.91,1,0,NORMAL,44.992,4.504,203.174,0.4,3.842384676213476,0.6781445273686181,36.987138710638646,1.8000000000000045,-0.3799999999999999,13.639999999999986,0.0,41.55,41.82,5.11,3.39,188.27,242.92,1.0,0.0,0,0.18363756980326706,0.0,0,NORMAL,OK,No action needed,No automated action required,Observe only; continue normal monitoring.,0.2,False
2025-01-01 07:51:00,31.19,4.35,127.57,0,0,NORMAL,41.492,4.392,198.646,0.4,6.607300507771631,0.6394685293272884,45.49851459113829,-12.16,-0.3800000000000008,-74.34,-1.0,43.35,41.55,4.73,5.11,201.91,188.27,1.0,1.0,0,0.16295805937711638,0.0,0,NORMAL,OK,No action needed,No automated action required,Observe only; continue normal monitoring.,0.2,False
2025-01-01 07:52:00,35.91,3.86,185.02,1,0,NORMAL,38.764,4.288,189.138,0.6,5.090263254488765,0.6827298147876683,41.42450204890847,4.719999999999995,-0.4899999999999997,57.45000000000002,1.0,31.19,43.35,4.35,4.73,127.57,201.91,0.0,1.0,0,0.16025052416825497,0.0,0,NORMAL,OK,No action needed,No automated action required,Observe only; continue normal monitoring.,0.2,False
2025-01-01 07:53:00,53.2,3.42,197.49,1,0,NORMAL,41.040000000000006,4.294,180.052,0.8,8.318671768978456,0.672926444717403,30.118237332221494,17.290000000000006,-0.4399999999999999,12.47,0.0,35.91,31.19,3.86,4.35,185.02,127.57,1.0,0.0,0,0.15010008779381406,0.0,0,NORMAL,OK,No action needed,No automated action required,Observe only; continue normal monitoring.,0.2,False
2025-01-01 07:54:00,54.87,3.78,331.04,2,0,NORMAL,43.704,4.0280000000000005,208.606,1.0,10.396219505185517,0.5137801086067858,74.63514406765775,1.6699999999999946,0.3599999999999999,133.55,1.0,53.2,35.91,3.42,3.86,197.49,185.02,1.0,1.0,0,0.1579831329446567,0.0,0,NORMAL,OK,No action needed,No automated action required,Observe only; continue normal monitoring.,0.2,False
2025-01-01 07:55:00,43.51,4.65,144.4,1,0,NORMAL,43.736,4.012,197.104,1.0,10.39510365508684,0.4870010266929634,80.15253102678682,-11.36,0.8700000000000006,-186.64,-1.0,54.87,53.2,3.78,3.42,331.04,197.49,2.0,1.0,0,0.15548080277850446,0.0,0,NORMAL,OK,No action needed,No automated action required,Observe only; continue normal monitoring.,0.2,False
2025-01-01 07:56:00,48.46,5.13,273.21,0,0,NORMAL,47.190000000000005,4.168,226.23200000000003,1.0,7.705455859324657,0.7004784079470276,74.85428691798506,4.950000000000003,0.4799999999999995,128.80999999999997,-1.0,43.51,54.87,4.65,3.78,144.4,331.04,1.0,2.0,0,0.16453477654058235,0.0,0,NORMAL,OK,No action needed,No automated action required,Observe only; continue normal monitoring.,0.2,False
2025-01-01 07:57:00,46.87,4.93,249.84,0,0,NORMAL,49.382000000000005,4.382,239.196,0.8,4.645855141951934,0.744895965890543,71.46894311517438,-1.5900000000000034,-0.2000000000000001,-23.369999999999976,0.0,48.46,43.51,5.13,4.65,273.21,144.4,0.0,1.0,0,0.1728131019048572,0.0,0,NORMAL,OK,No action needed,No automated action required,Observe only; continue normal monitoring.,0.2,False
2025-01-01 07:58:00,63.47,3.71,214.03,1,0,NORMAL,51.436,4.44,242.504,0.8,7.89202002024841,0.6574191965557483,69.40904501576169,16.6,-1.2199999999999998,-35.81,1.0,46.87,48.46,4.93,5.13,249.84,273.21,0.0,0.0,0,0.14718075107833245,0.008,0,NORMAL,OK,No action needed,No automated action required,Observe only; continue normal monitoring.,0.2,False
2025-01-01 07:59:00,51.72,3.33,287.93,1,0,NORMAL,50.806,4.35,233.882,0.6,7.672022549497724,0.7881624198095241,57.27928482444618,-11.75,-0.3799999999999999,73.9,0.0,63.47,46.87,3.71,4.93,214.03,249.84,1.0,0.0,0,0.15810639264706744,0.004,0,NORMAL,OK,No action needed,No automated action required,Observe only; continue normal monitoring.,0.2,False
2025-01-01 08:00:00,44.23,4.08,218.61,0,0,NORMAL,50.95,4.236,248.724,0.4,7.505801089823897,0.775035483058681,32.5900549247778,-7.490000000000002,0.75,-69.32,-1.0,51.72,63.47,3.33,3.71,287.93,214.03,1.0,1.0,0,0.1675815716691259,0.0,0,NORMAL,OK,No action needed,No automated action required,Observe only; continue normal monitoring.,0.2,False
2025-01-01 08:01:00,39.27,2.94,219.46,4,0,NORMAL,49.112,3.798,237.974,1.2,9.201620509453816,0.7622138807447669,31.334692115928497,-4.959999999999994,-1.14,0.8499999999999943,4.0,44.23,51.72,4.08,3.33,218.61,287.93,0.0,1.0,0,0.1403089246253318,0.0,0,NORMAL,OK,No action needed,No automated action required,Observe only; continue normal monitoring.,0.2,False
2025-01-01 08:02:00,35.36,4.19,197.34,0,0,NORMAL,46.81,3.65,227.474,1.2,11.138606286246072,0.5212005372215154,34.951830138063286,-3.910000000000004,1.2500000000000004,-22.120000000000005,-4.0,39.27,44.23,2.94,4.08,219.46,218.61,4.0,0.0,0,0.13762685326231072,0.0,0,NORMAL,OK,No action needed,No automated action required,Observe only; continue normal monitoring.,0.2,False
2025-01-01 08:03:00,46.22,3.91,261.18,1,0,NORMAL,43.36,3.69,236.904,1.2,6.315738278301248,0.5344623466625098,36.73299102986349,10.86,-0.2800000000000002,63.84,1.0,35.36,39.27,4.19,2.94,197.34,219.46,0.0,4.0,0,0.15351272984927966,0.0,0,NORMAL,OK,No action needed,No automated action required,Observe only; continue normal monitoring.,0.2,False
2025-01-01 08:04:00,40.46,3.72,254.82,2,0,NORMAL,41.108,3.768,230.282,1.4,4.263715515838154,0.4958528007382813,26.90411901549704,-5.759999999999998,-0.1899999999999999,-6.360000000000014,1.0,46.22,35.36,3.91,4.19,261.18,197.34,1.0,0.0,0,0.17172674802690358,0.0,0,NORMAL,OK,No action needed,No automated action required,Observe only; continue normal monitoring.,0.2,False
2025-01-01 08:05:00,36.47,3.04,168.72,0,0,NORMAL,39.556,3.56,220.304,1.4,4.255517594840682,0.5476769120567301,38.89462790669203,-3.990000000000002,-0.6800000000000002,-86.1,-2.0,40.46,46.22,3.72,3.91,254.82,261.18,2.0,1.0,0,0.16470512839217571,0.0,0,NORMAL,OK,No action needed,No automated action required,Observe only; continue normal monitoring.,0.2,False
2025-01-01 08:06:00,41.12,4.31,134.04,2,0,NORMAL,39.926,3.834000000000001,203.22,1.0,4.304576634234628,0.5006296035993062,54.84664620557962,4.649999999999999,1.2699999999999996,-34.68000000000001,2.0,36.47,40.46,3.04,3.72,168.72,254.82,0.0,2.0,0,0.16005422052310297,0.0,0,NORMAL,OK,No action needed,No automated action required,Observe only; continue normal monitoring.,0.2,False
2025-01-01 08:07:00,38.51,3.68,189.85,0,0,NORMAL,40.556,3.732,201.722,1.0,3.649990410946155,0.460293384701537,55.14884604413788,-2.6099999999999994,-0.6299999999999994,55.81,-2.0,41.12,36.47,4.31,3.04,134.04,168.72,2.0,0.0,0,0.1569899740303934,0.0,0,NORMAL,OK,No action needed,No automated action required,Observe only; continue normal monitoring.,0.2,False
2025-01-01 08:08:00,55.12,3.3,160.0,3,0,NORMAL,42.336,3.61,181.486,1.4,7.373549348854956,0.4816637831516874,45.61681137475543,16.61,-0.3800000000000003,-29.849999999999994,3.0,38.51,41.12,3.68,4.31,189.85,134.04,0.0,2.0,0,0.14787732155435834,0.0,0,NORMAL,OK,No action needed,No automated action required,Observe only; continue normal monitoring.,0.2,False
2025-01-01 08:09:00,50.29,2.28,196.82,0,0,NORMAL,44.302,3.322,169.886,1.0,8.029599616419231,0.7533392330152416,25.040117411865573,-4.829999999999998,-1.02,36.81999999999999,-3.0,55.12,38.51,3.3,3.68,160.0,189.85,3.0,0.0,0,0.14428099640881464,0.0,0,NORMAL,OK,No action needed,No automated action required,Observe only; continue normal monitoring.,0.2,False
2025-01-01 08:10:00,44.95,3.98,261.87,2,0,NORMAL,45.998,3.51,188.516,1.4,6.756394748680713,0.7821125238736398,48.04253875473295,-5.339999999999996,1.7000000000000002,65.05000000000001,2.0,50.29,55.12,2.28,3.3,196.82,160.0,0.0,3.0,0,0.14896473679221034,0.0,0,NORMAL,OK,No action needed,No automated action required,Observe only; continue normal monitoring.,0.2,False
2025-01-01 08:11:00,53.88,5.06,177.13,3,0,NORMAL,48.55,3.6599999999999993,197.134,1.6,6.862270032576757,1.0120276676059785,38.80399116070433,8.93,1.0799999999999996,-84.74000000000001,1.0,44.95,50.29,3.98,2.28,261.87,196.82,2.0,0.0,0,0.13431771686743788,0.0,0,NORMAL,OK,No action needed,No automated action required,Observe only; continue normal monitoring.,0.2,False
2025-01-01 08:12:00,45.46,5.0,197.86,2,0,NORMAL,49.94,3.924,198.736,2.0,4.675708502462635,1.1772340463985909,38.59286630972128,-8.420000000000002,-0.0599999999999996,20.730000000000015,-1.0,53.88,44.95,5.06,3.98,177.13,261.87,3.0,2.0,0,0.15964236025576806,0.0,0,NORMAL,OK,No action needed,No automated action required,Observe only; continue normal monitoring.,0.2,False
2025-01-01 08:13:00,39.83,3.73,202.9,0,0,NORMAL,46.882,4.01,207.316,1.4,5.386833021358707,1.1352092318158802,32.04066369474924,-5.630000000000003,-1.27,5.039999999999992,-2.0,45.46,53.88,5.0,5.06,197.86,177.13,2.0,3.0,0,0.1626765516069174,0.0,0,NORMAL,OK,No action needed,No automated action required,Observe only; continue normal monitoring.,0.2,False
2025-01-01 08:14:00,54.14,3.64,242.42,1,0,NORMAL,47.652,4.281999999999999,216.436,1.6,6.208290424907712,0.694420621813612,34.68670249533709,14.310000000000002,-0.0899999999999998,39.51999999999998,1.0,39.83,45.46,3.73,5.0,202.9,197.86,0.0,2.0,0,0.17638935026445063,0.0,0,NORMAL,OK,No action needed,No automated action required,Observe only; continue normal monitoring.,0.2,False
2025-01-01 08:15:00,48.23,4.28,87.66,1,0,NORMAL,48.30800000000001,4.3420000000000005,181.594,1.4,6.021899202079105,0.6744775756094521,57.5800623480039,-5.910000000000004,0.6400000000000001,-154.76,0.0,54.14,39.83,3.64,3.73,242.42,202.9,1.0,0.0,0,0.18082281329644628,0.0,0,NORMAL,OK,No action needed,No automated action required,Observe only; continue normal monitoring.,0.2,False
2025-01-01 08:16:00,38.78,3.4,169.66,0,0,NORMAL,45.288,4.01,180.1,0.8,6.3084601924717045,0.6403905058634154,57.82124868938767,-9.449999999999996,-0.8800000000000003,82.0,-1.0,48.23,54.14,4.28,3.64,87.66,242.42,1.0,1.0,0,0.18007860927768587,0.0,0,NORMAL,OK,No action needed,No automated action required,Observe only; continue normal monitoring.,0.2,False
2025-01-01 08:17:00,43.86,4.18,210.56,1,0,NORMAL,44.968,3.846,182.64,0.6,6.338065162176864,0.3723976369420186,59.06209274991885,5.079999999999998,0.7799999999999998,40.900000000000006,1.0,38.78,48.23,3.4,4.28,169.66,87.66,0.0,1.0,0,0.18208600098213673,0.0,0,NORMAL,OK,No action needed,No automated action required,Observe only; continue normal monitoring.,0.2,False
2025-01-01 08:18:00,39.75,4.46,260.0,2,0,NORMAL,44.952,3.992,194.06,1.0,6.354358346835661,0.4504664249419716,68.6937828336744,-4.109999999999999,0.2800000000000002,49.44,1.0,43.86,38.78,4.18,3.4,210.56,169.66,1.0,0.0,0,0.18755275718017045,0.0,0,NORMAL,OK,No action needed,No automated action required,Observe only; continue normal monitoring.,0.2,False
2025-01-01 08:19:00,36.7,4.74,175.4,0,0,NORMAL,41.464,4.212,180.656,0.8,4.592301166082108,0.5013182621848155,63.21889179667749,-3.049999999999997,0.2800000000000002,-84.6,-2.0,39.75,43.86,4.46,4.18,260.0,210.56,2.0,1.0,0,0.17977169891721578,0.0,0,NORMAL,OK,No action needed,No automated action required,Observe only; continue normal monitoring.,0.2,False
2025-01-01 08:20:00,50.56,3.94,106.17,1,0,NORMAL,41.92999999999999,4.144,184.358,0.8,5.482462950171139,0.5127182462132615,56.60807645557316,13.86,-0.8000000000000003,-69.23,1.0,36.7,39.75,4.74,4.46,175.4,260.0,0.0,2.0,0,0.17387750363072974,0.0,0,NORMAL,OK,No action needed,No automated action required,Observe only; continue normal monitoring.,0.2,False
2025-01-01 08:21:00,56.46,3.88,230.99,0,0,NORMAL,45.466,4.24,196.624,0.8,8.04536388238594,0.3611094017053607,59.21177188701602,5.899999999999999,-0.06,124.82,-1.0,50.56,36.7,3.94,4.74,106.17,175.4,1.0,0.0,0,0.1741444153685714,0.0,0,NORMAL,OK,No action needed,No automated action required,Observe only; continue normal monitoring.,0.2,False
2025-01-01 08:22:00,36.61,3.47,168.23,3,0,NORMAL,44.016000000000005,4.098000000000001,188.158,1.2,9.003451005031337,0.5025136814057921,59.744826303204015,-19.85,-0.4099999999999997,-62.76000000000002,3.0,56.46,50.56,3.88,3.94,230.99,106.17,0.0,1.0,0,0.1523145864520467,0.0,0,NORMAL,OK,No action needed,No automated action required,Observe only; continue normal monitoring.,0.2,False
2025-01-01 08:23:00,48.38,3.5,140.52,2,0,NORMAL,45.742,3.906,164.262,1.2,8.806231884296498,0.5129132480254334,46.18113543428757,11.770000000000003,0.0299999999999998,-27.70999999999998,-1.0,36.61,56.46,3.47,3.88,168.23,230.99,3.0,0.0,0,0.15893698936599032,0.0,0,NORMAL,OK,No action needed,No automated action required,Observe only; continue normal monitoring.,0.2,False
2025-01-01 08:24:00,41.1,3.86,168.78,1,0,NORMAL,46.622,3.73,162.938,1.4,7.844062722849714,0.2258317958127187,45.87586914708004,-7.280000000000001,0.3599999999999999,28.25999999999999,-1.0,48.38,36.61,3.5,3.47,140.52,168.23,2.0,3.0,0,0.16461544671814227,0.0,0,NORMAL,OK,No action needed,No automated action required,Observe only; continue normal monitoring.,0.2,False
